training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.5488,0,1.3348,0
1,0,0.2933,0,2.3051,0
2,0,0.2540,0,2.8578,0
3,0,0.1588,0,2.3469,0
4,0,0.1615,0,2.4114,0
